Name,Price,Make,Model,Trim,Trim Level,Year,Mileage,Fuel Type,Transmission,Body Type,Engine Size (Litres),Power,Acceleration (0-100 km/h),Seats,Doors,Colour,Country of Registration,Previous Owners,Road Tax,NCT Expiry,EURO NCAP Safety Rating,Warranty,Battery Capacity,Horsepower,Machinery Type,Battery Range (up to)
2008 VW Golf 1.9 TDI,"€2,200",Volkswagen,Golf,,,2008,"214,000 mi",Diesel,---,Hatchback,1.9 litre,,,5,---,Blue,Ireland,6,280,Feb 2023,,,,,,
2️ 0 1 5  HYUNDAI I30 1.6 CRDI BLUE DRIVE SE 5DR,"£7,150",Hyundai,i30,---,---,2015,"66,179 mi",Diesel,Manual,Hatchback,1.6 litre,---,---,5,5,Grey,United Kingdom,2,0,---,---,3 Month,,,,
Audi A3 Sport 1.6TDI,"€14,250",Audi,A3,SPORT,Sports Trim,2015,"128,000 mi",Diesel,Manual,Hatchback,1.6 litre,105hp,10.9 sec,5,5,Black,Ireland,---,180,Sep 2023,5/5,,,,,
Kubota 3T & Micro  Excavator Breakers,"€1,750",Other,,,,,,,,,,,,,,,,,,,,,,,Attachments,
A4 S LINE* New model TDI* Navarra Blue * S Tronic,"€50,950",Audi,A4,---,---,2021,"13,490 km",Diesel,Automatic,Saloon,2.0 litre,---,---,5,4,Blue,Ireland,1,280,Aug 2025,---,Available,,,,
"Toyota Yaris, 2008","€3,295",Toyota,Yaris,,,2008,"108,000 mi",Petrol,---,Hatchback,1.0 litre,,,5,3,Silver,Ireland,2,199,Feb 2023,,,,,,
"Nissan Juke, 2011","€5,295",Nissan,Juke,SV,Medium Trim,2011,"196,000 km",Petrol,Manual,SUV,1.6 litre,117hp,11.1 sec,5,5,Black,Ireland,2,280,Mar 2023,5/5,,,,,
Volkswagen Golf Highline 1.2tsi Auto,No Price,Volkswagen,Golf,---,---,2017,"41,000 km",Petrol,Automatic,Hatchback,1.2 litre,---,---,---,5,Silver,Other,---,---,---,---,Available,,,,
Toyota Prius 1.8 Hybrid,"€19,995",Toyota,Prius,---,Base Trim,2017,"118,467 km",Hybrid,Automatic,Hatchback,1.8 litre,122hp,10.6 sec,5,5,Silver,Ireland,1,150,---,5/5,Available,---,,,
BMW 1 Series 116d SE 5-door,"€24,000",BMW,1-Series,SE,Medium Trim,2018,"76,923 km",Diesel,Manual,Hatchback,1.5 litre,116hp,10.3 sec,5,5,Black,Ireland,---,180,---,5/5,2 Year,,,,
Mitsubishi Shogun Sport Trojan 2007,"£2,400",Mitsubishi,Pajero,,,2007,"131,900 mi",Diesel,Manual,SUV,2.5 litre,,,5,5,Grey,United Kingdom,3,---,---,,,,,,
Jaguar XE 2.0 TD R Sport Auto 2017,"€27,500",Jaguar,XE,R-Sport,Sports Trim,2017,"25,000 mi",Diesel,Automatic,Saloon,2.0 litre,180hp,7.8 sec,5,4,Blue,Ireland,---,200,Mar 2023,5/5,6 Month,,,,
Audi A6 40 Tdi Sport a lack Ed Style 2019,"€37,500",Audi,A6,SE,Base Trim,2019,"78,000 mi",Diesel,Automatic,Saloon,2.0 litre,204hp,8.1 sec,5,4,White,Ireland,---,200,Feb 2023,5/5,6 Month,,,,
BMW X3 X3 Xdrive20d Xline,"€36,995",BMW,X3,SE,Base Trim,2017,"130,574 km",Diesel,Automatic,SUV,2.0 litre,190hp,8.1 sec,5,5,Black,Ireland,---,280,---,5/5,2 Year,,,,
"12"" Digging Bucket to suit EX60",£325,HITACHI,,,,,,,,,,,,,,,,,,,,,,,Attachments,
"BMW 2-Series, 2.0 Td 2015","€15,750",BMW,2-Series,SE,Base Trim,2015,"130,000 km",Diesel,Manual,Coupe,2.0 litre,143hp,8.9 sec,4,2,Red,Ireland,3,200,May 2023,---,,,,,
Volkswagen Golf 1.6 Tdi Match 2018,"€20,450",Volkswagen,Golf,Trendline,Base Trim,2018,"70,000 mi",Diesel,Manual,Hatchback,1.6 litre,115hp,10.2 sec,5,3,Black,Ireland,---,180,Jan 2022,5/5,6 Month,,,,
